name,config,training_time,best_validation_accuracy,test_accuracy,test_loss,final_train_accuracy,final_train_loss
cnn_baseline,"{'name': 'cnn_baseline', 'conv_layer_config': [{'layer_type': 'conv', 'in_channels': 1, 'out_channels': 16, 'kernel_size': 5, 'stride': 1, 'padding': 0, 'weight_decay': True, 'weight_decay_lambda': 0.0001}, {'layer_type': 'pool', 'pooling_type': 'average', 'kernel_size': 2, 'stride': 2}, {'layer_type': 'conv', 'in_channels': 16, 'out_channels': 32, 'kernel_size': 5, 'stride': 1, 'padding': 0, 'weight_decay': True, 'weight_decay_lambda': 0.0001}, {'layer_type': 'pool', 'pooling_type': 'average', 'kernel_size': 2, 'stride': 2}], 'fully_connected_config': [{'in_dim': 512, 'out_dim': 10, 'weight_decay': True, 'weight_decay_lambda': 0.0001}], 'activation_function': 'ReLU', 'apply_global_avg_pool': False, 'optimizer': 'SGD', 'learning_rate': 0.1, 'scheduler': 'MultiStepLR', 'scheduler_params': {'milestones': [10, 20, 40, 80], 'gamma': 0.5}, 'batch_size': 32, 'num_epochs': 5, 'log_iters': 100, 'augmentation_config': {'if_use_augment': True, 'rotation_prob': 0.4}}",789.0365374088287,0.3072,0.3043,3.0680274898474713,0.3125,2.6500455021236267
